old_id,slug,title,action
794,"exercice-4-nouvelle-cible-le-doigt","Exercice #4 – Nouvelle cible: le doigt","create"
781,"rediriger-un-comportement","Rediriger un comportement","create"
779,"introduction","Introduction","create"
756,"devoir-1","Devoir 1","create"
747,"exercice-2-cible","Exercice #2 – Cible","create"
742,"exercice-1-tourne","Exercice #1 – Tourne","create"
733,"la-base-preparez-votre-session-de-freestyle","Préparation de vos sessions","create"
731,"introduction-devoir-case-depart","Introduction","create"
704,"introduction-au-cours","Introduction au cours","create"
693,"preparer-son-arrive","Préparer son arrivé","create"
690,"preparer-son-arriver","Préparer son arriver","create"
689,"introduction-un-nouveau-chat-a-la-maison","Introduction - Un nouveau chat à la maison","create"
652,"devoirs-semaine-6","Devoirs – Semaine 6","create"
651,"devoirs-semaine-5","Devoirs – Semaine 5","create"
650,"devoirs-semaine-4","Devoirs – Semaine 4","create"
649,"devoirs-semaine-3","Devoirs – Semaine 3","create"
648,"devoirs-semaine-2","Devoirs – Semaine 2","create"
646,"devoirs-semaine-1","Devoirs – Semaine 1","create"
543,"4-3-ajout-de-distractions","4.3 Ajout de distractions","create"
486,"3-introduction-de-nouveaux-contenants","3.5 Introduction de nouveaux contenants","create"
453,"2-2-developpement-de-valeur-a-lodeur","2.2 Développement de valeur à l’odeur","create"
435,"2-5-generalisation-de-la-recherche-des-contenants","2.5 Généralisation de la recherche des contenants","create"
434,"2-4-que-faire-lors-des-fausses-alertes","2.4 Que faire lors des fausses alertes","create"
433,"2-3-livraison-de-la-recompense","2.3 - Livraison de la récompense","create"
432,"2-2-developpement-de-la-valeur-a-lodeur","2.2 Développement de la valeur à l'odeur","create"
378,"1-quest-ce-que-la-detection-dodeur-et-methode-utilisee","1.	Qu’est-ce que la détection d’odeur et méthode utilisée","create"
303,"la-queue","La queue","create"
299,"les-signaux-de-stress-ou-dits-dapaisement","Les signaux de stress ou dits « d’apaisement »","create"
298,"autres-nuances-en-langage-canin","Autres nuances en langage canin","create"
297,"le-poil","Le poil","create"
296,"les-oreilles","Les oreilles","create"
295,"la-bouche","La bouche","create"
294,"les-yeux","Les yeux","create"
241,"apprendre-a-masser-son-chien","Apprendre à masser son chien","create"
240,"ajout-de-distractions-pour-la-commande-reste","Ajout de distractions pour la commande reste","create"
239,"effet-du-stress-sur-lapprentissage-et-le-comportement-de-votre-chien","Effet du stress sur l’apprentissage et le comportement de votre chien","create"
237,"nutrition-et-comportement","Nutrition et comportement","create"
236,"entrainer-le-calme","Entraîner le calme","create"
233,"mise-en-contexte-dans-le-monde-reel-pour-les-exercices-pratiques-lors-des-deux-dernieres-semaines-2","Mise en contexte dans le monde réel pour les exercices pratiqués lors des deux dernières semaines","create"
228,"apprendre-a-votre-chien-a-suivre-la-tension-sur-la-laisse","Apprendre à votre chien à suivre la tension sur la laisse (au lieu de la combattre!)","create"
227,"apprendre-a-votre-chien-a-revenir-sur-commande","Apprendre à votre chien à revenir sur commande","create"
225,"mise-en-contexte-dans-le-monde-reel-pour-les-exercices-pratiques-lors-des-deux-dernieres-semaines","Mise en contexte dans le monde réel pour les exercices pratiqués lors des deux dernières semaines","create"
224,"apprendre-a-votre-chien-a-toucher-votre-main-avec-son-museau-sur-commande","Apprendre à votre chien à toucher votre main avec son museau sur commande","create"
222,"ajouts-de-difficultes-pour-les-exercices-dautocontroles","Ajout de difficultés pour les exercices d’autocontrôles","create"
220,"apprendre-a-votre-chien-a-se-controler-par-lui-meme-en-presence-de-distractions-auto-controle","Apprendre à votre chien à se contrôler par lui-même en présence de distractions (auto-contrôle)","create"
218,"apprendre-a-votre-chien-a-rester-motive-a-vous-offrir-des-comportements-engagement","Apprendre à votre chien à rester motivé à vous offrir des comportements (engagement)","create"
217,"apprendre-a-votre-chien-a-vous-regarder","Apprendre à votre chien à vous regarder (attention)","create"
209,"en-conclusion","En conclusion","create"
